CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
0,0,1,0,69372.0,4,1,1,4,-15887,-217,1,8,2,0
1,1,0,0,157500.0,4,2,1,0,-10611,-982,0,4,2,0
0,0,1,0,72000.0,1,1,1,4,-22179,365243,0,18,2,0
0,0,1,0,90000.0,0,1,1,4,-19482,-2878,0,8,2,0
1,1,1,5,202500.0,4,1,1,2,-11384,-2727,0,10,7,0
1,0,0,1,270000.0,4,1,1,4,-9943,-554,1,10,3,0
0,1,1,1,630000.0,4,1,1,4,-17755,-401,0,18,3,0
1,1,1,0,202500.0,0,3,1,4,-12658,-5374,0,8,2,0
0,0,1,2,135000.0,4,1,1,4,-12760,-1518,0,18,4,0
1,1,0,0,225000.0,4,1,1,4,-9811,-2814,1,8,2,0
1,0,0,0,112500.0,0,1,3,4,-22707,-6771,0,8,1,0
1,1,1,0,184500.0,4,1,1,4,-12298,-1200,0,4,2,0
0,0,1,0,202500.0,4,1,1,4,-19317,-6590,1,8,2,0
0,0,0,0,135000.0,4,1,1,0,-9864,-2089,0,11,2,0
0,0,1,0,112500.0,2,0,1,4,-19814,-2656,0,8,2,0
0,1,1,0,270000.0,4,1,2,4,-16582,-1194,1,1,1,0
0,0,0,0,216000.0,4,1,2,4,-20062,-561,1,1,1,0
1,1,1,0,315000.0,4,3,1,4,-18335,-2796,0,4,2,0
0,0,1,1,108000.0,0,3,1,4,-13877,-1021,0,0,3,0
1,1,1,0,180000.0,4,1,1,4,-21684,-2422,0,4,2,0
0,0,1,0,157500.0,0,1,1,4,-16562,-1043,0,16,2,0
0,1,1,1,157500.0,4,1,1,4,-12500,-5762,0,10,3,0
0,0,1,0,155250.0,1,1,1,4,-22044,365243,0,18,2,0
0,0,0,0,135000.0,4,3,3,4,-12071,-637,1,18,1,0
0,1,1,1,126000.0,4,1,0,4,-13173,-1083,1,14,3,0
1,1,1,2,135000.0,4,1,1,4,-12296,-4314,0,18,4,1
0,0,0,1,225000.0,0,1,0,4,-12297,-3195,0,14,3,0
1,1,1,1,360000.0,4,1,1,4,-16521,-1359,0,8,3,0
0,0,0,0,117000.0,4,3,1,4,-19300,-2143,1,18,2,0
0,0,1,0,270000.0,0,1,1,4,-22651,-3613,0,18,2,0
1,1,1,2,180000.0,4,3,1,4,-13174,-2477,0,10,4,0
0,0,1,0,202500.0,4,1,1,4,-15231,-8375,0,6,2,0
0,1,0,1,180000.0,4,1,1,4,-14527,-3208,0,8,3,0
1,1,1,2,225000.0,4,1,1,4,-10796,-2531,1,8,4,0
0,0,1,0,99000.0,4,1,1,4,-22181,-14413,1,18,2,0
0,0,1,0,112500.0,4,1,1,4,-23360,-469,0,18,2,0
1,1,1,0,135000.0,4,1,1,4,-17235,-2700,0,3,2,0
0,0,1,0,315000.0,4,3,2,4,-13271,-555,0,10,1,0
1,1,1,0,297000.0,4,1,1,4,-20509,-1161,0,18,2,0
0,0,1,0,252000.0,1,1,1,4,-21084,365243,0,18,2,0
0,1,1,1,270000.0,4,1,1,4,-14512,-4596,0,8,3,0
0,0,0,0,112500.0,0,2,1,4,-10177,-2339,0,18,2,0
0,0,1,0,270000.0,0,3,3,4,-14010,-3050,0,12,1,0
1,1,0,0,180000.0,0,3,0,4,-14867,-586,1,4,2,0
0,0,1,0,103500.0,4,2,1,4,-11855,-4583,0,8,2,0
0,0,0,0,90000.0,4,3,2,4,-21887,-1526,0,3,1,0
0,1,1,0,112500.0,4,3,1,4,-11353,-2316,0,0,2,0
1,1,1,2,126000.0,4,1,1,4,-16468,-3304,1,4,4,0
0,0,1,1,292500.0,4,2,3,4,-12665,-2593,0,3,2,0
0,1,1,0,180000.0,4,3,1,4,-16518,-410,0,18,2,0
0,0,0,0,157500.0,4,3,2,4,-17237,-3000,0,11,1,0
0,0,1,1,157500.0,0,3,1,4,-13673,-2667,0,3,3,0
0,0,1,0,247500.0,0,1,1,4,-16340,-8647,0,11,2,0
0,0,1,0,202500.0,1,1,1,4,-21186,365243,0,18,2,0
1,1,0,0,184500.0,4,1,1,5,-18013,-1215,0,8,2,0
0,0,0,0,270000.0,4,1,3,4,-11734,-2164,0,6,1,0
1,1,1,0,247500.0,4,1,1,4,-15366,-1266,1,4,2,0
0,0,1,0,144000.0,1,3,1,4,-23110,365243,0,18,2,0
0,1,1,1,157500.0,4,1,1,4,-12500,-5762,0,10,3,0
1,0,0,0,135000.0,0,3,1,4,-13155,-2927,1,10,2,0
0,0,0,1,180000.0,4,3,3,4,-12534,-1181,0,14,2,0
1,0,0,1,202500.0,4,0,0,4,-14454,-1064,1,4,3,0
1,1,1,0,202500.0,4,1,1,4,-12992,-734,1,4,2,0
1,1,1,0,180000.0,4,1,1,4,-21684,-2422,0,4,2,0
0,0,1,1,135000.0,0,1,0,4,-10765,-2196,0,18,3,0
1,1,1,1,135000.0,0,1,1,4,-10707,-2564,0,8,3,0
1,1,1,0,112500.0,1,1,1,4,-22044,365243,0,18,2,0
0,0,0,0,112500.0,4,1,1,4,-10653,-3007,0,3,2,0
0,0,1,0,121500.0,0,3,3,1,-11118,-3873,1,14,1,0
1,1,1,2,157500.0,0,3,1,4,-13536,-2092,0,3,4,0
0,0,0,7,157500.0,4,1,1,4,-13827,-1649,1,1,9,0
1,1,0,0,270000.0,0,1,3,4,-16896,-128,0,4,1,0
1,1,0,0,135000.0,4,1,0,4,-20043,-682,1,8,2,0
0,0,1,1,225000.0,0,1,1,4,-14584,-5770,0,6,3,0
0,0,1,0,135000.0,1,1,1,4,-22892,365243,0,18,2,0
0,0,1,1,112500.0,4,1,1,4,-17058,-628,0,14,3,0
0,0,0,0,225000.0,0,1,0,4,-19488,-3119,1,14,2,0
0,0,1,0,126000.0,4,1,2,4,-21646,-1283,1,1,1,0
1,1,1,0,270000.0,0,1,1,4,-17401,-3099,0,18,2,0
0,0,0,1,135000.0,4,1,4,4,-13719,-17,0,14,2,0
1,1,1,2,157500.0,4,1,1,4,-14312,-4480,1,8,4,0
0,1,1,3,243000.0,0,3,3,1,-23198,-1112,0,10,4,0
1,0,1,0,90000.0,4,1,1,4,-18427,-1296,0,8,2,0
0,0,0,0,351000.0,0,3,1,4,-21574,-1081,0,18,2,0
0,1,1,1,135000.0,4,1,1,4,-14935,-1753,0,14,3,0
1,0,0,1,202500.0,4,1,1,4,-14829,-685,0,8,3,0
1,1,0,0,450000.0,4,1,1,4,-16009,-4642,0,14,2,0
0,0,0,0,594000.0,1,3,3,5,-17387,365243,0,18,1,0
0,0,0,0,90000.0,4,1,0,4,-17834,-1330,0,11,2,0
1,1,0,0,225000.0,0,3,1,4,-15019,-6690,0,6,2,0
1,0,0,0,139500.0,4,1,0,4,-9205,-716,0,18,2,0
0,0,0,0,112500.0,2,1,1,4,-14216,-6649,1,18,2,0
1,1,1,1,180000.0,0,3,1,4,-15131,-1466,0,18,3,0
0,1,1,1,333000.0,0,3,1,4,-11525,-1616,0,10,3,0
1,0,1,0,67500.0,1,3,1,4,-23010,365243,0,18,2,0
1,0,1,0,517500.0,0,3,3,4,-10635,-287,0,3,1,0
0,0,1,0,193500.0,1,2,4,4,-24295,365243,0,18,1,0
0,0,1,0,135000.0,0,1,1,4,-16671,-99,0,2,2,0
0,0,0,0,67500.0,1,1,1,4,-22682,365243,0,18,2,0
0,0,1,0,157500.0,4,1,1,4,-19802,-4532,0,8,2,0
1,1,0,2,180000.0,0,1,2,0,-15589,-2451,0,8,3,0
1,1,1,0,157500.0,4,1,1,4,-19452,-3017,0,8,2,0
0,0,1,1,135000.0,4,3,1,4,-10650,-3163,0,0,3,0
0,0,1,0,135000.0,0,1,3,4,-17207,-2796,0,14,1,0
1,1,0,0,157500.0,4,1,2,4,-17054,-712,0,16,1,0
1,0,0,1,135000.0,1,0,1,4,-19128,365243,0,18,3,0
0,0,1,0,135000.0,4,3,1,4,-22112,-8491,0,12,2,0
0,0,1,0,157500.0,2,2,0,4,-10338,-795,0,3,2,0
1,1,0,0,270000.0,0,1,1,4,-16197,-3000,0,4,2,0
1,0,1,1,135000.0,4,1,1,1,-10414,-2742,1,8,3,0
1,1,1,0,225000.0,4,1,1,4,-17314,-574,0,8,2,0
1,1,1,1,121500.0,4,1,1,0,-10511,-2355,1,8,3,0
1,0,0,1,112500.0,4,1,1,4,-14452,-1722,0,8,3,0
0,0,1,0,157500.0,2,2,0,4,-10338,-795,0,3,2,0
0,0,1,0,62653.5,4,1,2,4,-19658,-320,1,14,1,0
0,1,1,1,207000.0,0,1,1,4,-17325,-764,0,18,3,0
1,1,0,0,225000.0,4,1,1,4,-19972,-6610,0,8,2,0
1,0,0,1,247500.0,4,3,3,4,-13816,-1870,0,8,2,0
1,1,1,0,135000.0,1,1,1,4,-22253,365243,0,18,2,0
0,0,0,0,54000.0,4,3,1,4,-14923,-4723,1,11,2,0
0,1,1,0,225000.0,4,3,1,4,-17795,-2450,0,10,2,0
0,0,1,0,112500.0,1,1,1,4,-20665,365243,0,18,2,0
1,1,1,0,135000.0,4,0,1,0,-9981,-1866,0,8,2,0
0,0,0,2,90000.0,4,1,1,0,-9187,-1268,1,8,4,0
1,1,1,0,112500.0,4,1,1,4,-11582,-741,0,3,2,0
0,0,1,0,99000.0,1,1,1,4,-22657,365243,0,18,2,0
0,1,1,0,180000.0,0,1,1,4,-18667,-2150,1,10,2,0
1,1,1,2,225000.0,4,3,1,4,-13456,-992,0,4,4,0
1,0,0,1,216000.0,4,1,1,5,-12946,-2418,0,8,3,0
0,1,0,0,135000.0,4,1,0,0,-11102,-433,1,14,2,0
1,0,1,0,270000.0,4,1,3,4,-16896,-248,0,8,2,1
0,0,1,0,180000.0,4,1,3,4,-14279,-2939,0,14,1,0
1,1,0,0,360000.0,4,1,1,4,-14494,-747,0,8,2,0
0,1,0,0,67500.0,4,1,1,5,-14902,-1831,0,14,2,0
0,0,1,0,112500.0,1,0,1,4,-24821,365243,0,18,2,0
1,1,0,0,270000.0,0,1,1,4,-16197,-3000,0,4,2,0
0,0,1,1,157500.0,4,1,1,4,-15911,-3201,0,6,3,0
0,0,1,2,112500.0,4,3,1,4,-14768,-2133,1,3,4,0
1,1,0,0,225000.0,0,3,1,4,-15019,-6690,0,6,2,0
1,1,1,0,225000.0,0,3,3,0,-10681,-2152,0,14,1,0
0,0,1,0,225000.0,4,1,1,4,-19984,-3915,0,1,2,0
0,0,0,0,112500.0,4,3,3,4,-9431,-143,0,3,1,0
1,0,0,1,247500.0,4,1,3,4,-16797,-6583,0,8,2,0
0,0,1,1,94500.0,4,3,2,4,-14559,-1472,0,8,2,0
0,1,0,2,112500.0,4,1,3,4,-16378,-2206,1,8,3,0
1,0,0,0,202500.0,4,1,1,4,-10152,-2585,1,8,2,0
0,1,1,0,157500.0,2,3,0,4,-13783,-2058,0,3,2,0
0,1,0,1,112500.0,0,1,1,4,-10858,-3215,0,18,3,0
0,0,1,0,270000.0,2,3,1,4,-13752,-167,1,10,2,0
0,1,1,0,90000.0,1,3,1,4,-21452,365243,0,18,2,0
0,0,1,0,202500.0,4,1,0,4,-11107,-1953,0,3,2,0
1,1,0,2,315000.0,0,1,1,4,-15476,-2879,0,8,4,0
1,1,0,0,180000.0,0,1,1,5,-9810,-2993,1,18,2,0
1,1,1,2,180000.0,4,3,1,4,-13174,-2477,0,10,4,0
0,0,1,1,112500.0,4,1,1,4,-10406,-2774,0,3,3,0
1,0,1,2,450000.0,0,3,1,4,-12238,-2187,1,10,4,0
0,0,1,0,112500.0,1,1,1,4,-23026,365243,0,18,2,0
0,0,1,0,270000.0,4,1,1,4,-18114,-10121,0,6,2,0
1,0,0,2,112500.0,4,3,1,4,-11278,-4459,0,9,4,0
0,0,1,0,45000.0,0,1,1,4,-15724,-1389,1,14,2,0
0,1,1,0,157500.0,4,3,1,2,-22185,-347,1,0,2,0
0,1,1,0,135000.0,1,3,1,4,-20228,365243,0,18,2,0
0,0,1,0,135000.0,1,1,3,4,-20462,365243,0,18,1,0
0,0,0,0,202500.0,4,3,1,4,-19271,-4839,0,3,2,0
0,0,1,0,67500.0,1,1,1,4,-22022,365243,0,18,2,0
0,0,1,0,94500.0,1,1,4,4,-24302,365243,0,18,1,0
0,0,1,0,585000.0,0,1,1,4,-18858,-2010,0,18,2,0
0,0,1,0,112500.0,1,1,1,4,-21008,365243,0,18,2,0
0,0,1,0,157500.0,4,1,1,4,-19064,-2939,0,18,2,0
0,0,0,0,67500.0,1,1,4,5,-22066,365243,0,18,1,0
0,1,1,1,135000.0,4,3,1,4,-13467,-393,0,3,3,0
0,0,0,0,216000.0,4,1,2,4,-20062,-561,1,1,1,0
1,1,1,1,225000.0,0,1,1,4,-18824,-840,0,8,3,0
1,1,1,0,225000.0,4,3,3,0,-9444,-663,1,18,1,0
0,0,1,0,202500.0,1,1,1,4,-22960,365243,0,18,2,0
0,0,1,2,99000.0,4,1,1,4,-12017,-1083,1,14,4,0
1,1,0,2,450000.0,0,1,1,4,-16479,-4082,0,8,4,0
0,0,0,1,157500.0,4,3,1,4,-13549,-2877,0,0,3,0
1,1,1,0,315000.0,0,2,1,4,-15647,-2514,0,6,2,0
1,1,0,1,225000.0,4,1,1,4,-10502,-1878,0,8,3,0
0,0,1,0,58500.0,1,3,1,4,-20657,365243,0,18,2,0
1,1,1,2,225000.0,4,1,1,4,-10380,-3396,0,8,4,0
1,1,1,0,126000.0,4,1,1,4,-14811,-2628,0,8,2,0
0,0,0,0,67500.0,4,1,1,0,-16182,-2827,1,2,2,0
0,0,0,1,81000.0,2,3,1,0,-11707,-2317,0,3,3,0
0,0,1,2,121500.0,0,1,1,4,-14656,-588,0,14,4,0
1,1,1,0,418500.0,4,3,1,4,-19038,-73,0,18,2,0
0,0,0,0,135000.0,4,1,1,4,-11004,-1570,0,12,2,0
0,0,0,0,94500.0,4,1,1,4,-16758,-1619,0,17,2,0
1,1,1,1,135000.0,4,3,1,4,-9621,-126,0,3,3,0
1,1,0,1,225000.0,4,1,0,4,-16173,-2862,0,10,3,0
0,0,1,0,162000.0,1,1,1,4,-22740,365243,0,18,2,0
0,1,0,0,225000.0,0,1,1,4,-13926,-500,0,14,2,0
0,1,0,1,184500.0,4,3,2,0,-13438,-4447,1,3,2,0
0,1,1,1,180000.0,4,3,2,4,-18838,-5981,0,10,2,0
1,0,1,1,270000.0,0,2,1,4,-12443,-1169,0,4,3,0
0,0,1,0,225000.0,1,3,1,4,-23602,365243,0,18,2,0
1,1,0,0,180000.0,4,1,1,4,-15153,-3143,1,8,2,0
1,1,1,1,180000.0,4,2,1,4,-12053,-2181,0,8,3,0
0,0,1,0,121500.0,1,1,1,4,-23484,365243,0,18,2,0
1,1,1,0,202500.0,4,1,0,4,-19252,-523,0,4,2,0
0,0,1,0,180000.0,4,3,3,4,-22730,-13415,1,14,1,0
0,0,1,0,234000.0,4,3,1,4,-12807,-5696,0,10,2,0
1,0,1,2,675000.0,2,1,1,4,-14163,-6886,0,4,4,0
1,1,1,1,144000.0,4,1,1,4,-13509,-1028,0,8,3,0
0,0,1,0,153000.0,1,3,1,4,-21899,365243,0,18,2,0
1,1,1,2,112500.0,4,1,1,4,-13022,-1600,0,8,4,0
0,0,1,0,135000.0,1,3,1,4,-22747,365243,0,18,2,0
0,1,0,0,135000.0,1,1,1,4,-20140,365243,0,18,2,0
1,1,0,0,202500.0,4,1,1,4,-8655,-1067,0,3,2,0
1,1,1,1,225000.0,4,3,2,5,-17205,-2055,0,16,2,0
0,0,1,0,135000.0,4,1,1,4,-20323,-1727,0,1,2,0
0,0,1,0,76500.0,1,3,1,4,-23956,365243,0,18,2,0
0,1,1,0,225000.0,1,1,1,4,-22471,365243,0,18,2,0
0,0,0,0,112500.0,4,1,1,4,-14667,-1048,1,0,2,0
0,0,1,1,135000.0,0,2,1,4,-10288,-2616,1,10,3,0
0,0,0,1,225000.0,2,1,0,4,-17616,-7189,1,10,3,0
0,0,1,0,67500.0,4,3,1,4,-12281,-1508,0,18,2,0
0,0,0,2,193500.0,4,3,1,0,-15011,-7614,1,18,4,0
0,1,1,0,94500.0,4,1,1,4,-18095,-10364,0,6,2,0
1,1,1,0,135000.0,4,3,1,4,-20575,-3182,1,4,2,0
0,0,1,0,175500.0,1,1,1,4,-20770,365243,0,18,2,0
0,0,1,0,157500.0,0,1,2,4,-12009,-1912,0,14,1,0
1,1,1,0,63000.0,1,1,1,4,-24000,365243,0,18,2,0
0,1,1,2,135000.0,2,1,1,4,-14683,-5355,0,14,4,0
0,0,0,1,157500.0,4,1,0,4,-15100,-3500,0,2,3,0
0,0,1,0,112500.0,1,1,1,4,-23579,365243,0,18,2,0
1,0,1,0,157500.0,4,3,1,4,-14023,-4280,1,8,2,0
0,0,1,0,112500.0,1,1,2,4,-23632,365243,0,18,1,0
0,0,1,0,216000.0,4,1,1,4,-17150,-4784,1,6,2,0
1,0,1,1,180000.0,4,1,1,4,-13706,-932,0,8,3,0
0,0,1,0,265500.0,4,1,1,4,-15925,-3335,1,14,2,0
0,1,0,0,112500.0,2,1,1,4,-21842,-3869,0,6,2,0
1,1,1,0,315000.0,4,1,0,4,-10450,-2077,0,14,2,0
0,0,0,0,112500.0,4,1,1,5,-21761,-6131,1,11,2,0
1,1,1,0,90000.0,4,1,0,4,-12821,-155,0,8,2,1
1,1,1,0,450000.0,4,1,3,4,-15960,-3574,0,6,1,0
1,1,0,0,315000.0,0,1,1,4,-18214,-5210,1,8,2,0
0,0,0,0,292500.0,0,1,0,4,-18698,-10758,0,8,2,0
0,0,0,0,216000.0,4,1,1,4,-13924,-2593,1,11,2,0
0,1,0,0,157500.0,0,1,0,4,-12309,-1962,0,18,2,0
0,0,0,0,81000.0,4,1,1,4,-12544,-748,0,14,2,0
1,1,0,0,135000.0,4,1,1,0,-9158,-735,0,8,2,0
0,0,1,1,180000.0,1,3,1,4,-18979,365243,0,18,3,0
1,0,0,0,121500.0,0,1,1,4,-12338,-3283,0,4,2,0
0,0,0,2,202500.0,4,1,1,4,-13446,-2720,0,14,4,0
0,1,1,2,157500.0,0,3,1,4,-13584,-6337,0,11,4,0
0,0,1,1,99000.0,4,2,1,4,-12390,-1922,1,14,3,0
0,0,1,0,81000.0,4,1,0,4,-18826,-10217,0,18,2,0
1,1,0,0,247500.0,4,3,1,5,-17075,-1815,0,16,2,0
1,1,0,1,234000.0,4,1,1,4,-12836,-4856,1,8,3,0
1,0,1,0,157500.0,4,1,1,4,-11053,-1626,0,8,2,0
1,1,0,0,292500.0,1,1,1,4,-18875,365243,0,18,2,0
1,0,0,1,202500.0,0,3,1,4,-13040,-1223,1,3,3,0
0,0,1,1,675000.0,0,3,1,4,-15843,-1398,0,14,3,0
1,0,1,1,180000.0,0,1,1,5,-12627,-2267,0,6,3,0
0,0,1,0,76500.0,4,1,1,4,-19380,-5022,1,8,2,0
1,1,1,0,126000.0,4,1,1,4,-19286,-3489,1,16,2,0
0,1,0,1,184500.0,4,3,2,0,-13438,-4447,1,3,2,0
0,1,1,1,225000.0,0,3,0,4,-10689,-2819,0,18,3,0
1,1,0,1,202500.0,4,1,1,0,-11942,-3638,0,14,3,0
1,0,1,0,67500.0,1,1,1,4,-22917,365243,0,18,2,0
0,0,1,2,112500.0,4,1,1,4,-13935,-560,1,8,4,0
0,0,1,2,112500.0,4,3,1,4,-19700,-10994,0,18,4,0
1,1,0,2,135000.0,2,1,1,4,-14038,-6558,1,3,4,0
0,1,1,0,157500.0,0,1,1,4,-14330,-1936,0,14,2,0
0,0,1,1,180000.0,2,1,3,4,-13467,-3850,0,11,2,0
0,0,1,0,135000.0,4,1,1,4,-16981,-1478,0,18,2,0
1,1,1,0,225000.0,1,3,1,4,-24166,365243,0,18,2,0
1,1,0,0,306000.0,4,2,0,4,-11548,-1656,0,8,2,0
0,0,1,0,202500.0,4,1,1,4,-15929,-2879,0,8,2,0
0,0,1,0,135000.0,4,1,3,4,-13530,-95,0,14,1,0
1,1,0,1,238500.0,4,3,1,0,-11384,-1965,1,4,3,0
0,0,0,0,157500.0,1,1,1,4,-23763,365243,0,18,2,0
0,0,1,1,112500.0,0,1,1,4,-13116,-857,0,18,3,0
1,1,0,0,247500.0,4,3,1,5,-17075,-1815,0,16,2,0
0,1,1,0,225000.0,4,3,1,4,-16589,-1497,0,3,2,0
0,1,1,2,157500.0,0,3,1,4,-13584,-6337,0,11,4,0
0,0,0,0,67500.0,4,1,1,0,-16182,-2827,1,2,2,0
0,1,0,1,247500.0,4,1,1,4,-18434,-2483,1,10,3,0
0,0,1,0,144000.0,4,3,3,4,-13190,-4943,0,18,1,0
0,0,1,0,58500.0,1,3,1,4,-20657,365243,0,18,2,0
1,1,1,0,270000.0,4,3,1,4,-19756,-2136,0,8,2,0
1,0,0,1,135000.0,4,1,1,3,-15520,-2664,0,16,3,0
0,0,1,0,81000.0,1,0,1,4,-21801,365243,0,18,2,0
1,0,1,1,126000.0,0,1,0,4,-12755,-2105,0,18,3,1
1,1,1,2,81000.0,2,1,1,4,-13276,-5581,1,3,4,0
1,0,1,0,67500.0,4,3,3,4,-19718,-2052,0,8,1,0
0,0,0,0,112500.0,4,1,1,0,-19723,-1191,0,18,2,0
0,0,0,0,76500.0,1,1,4,4,-23885,365243,0,18,1,0
0,0,0,0,157500.0,0,1,1,4,-17366,-3080,0,3,2,0
0,0,1,0,81000.0,4,1,3,4,-19210,-2454,0,18,1,0
0,0,0,0,157500.0,4,3,1,4,-11615,-2936,0,14,2,0
1,0,1,1,225000.0,4,3,1,4,-10382,-1081,0,14,3,0
0,0,1,0,153000.0,1,3,1,4,-21899,365243,0,18,2,0
0,1,1,1,112500.0,4,1,1,4,-14045,-1043,0,14,3,0
0,0,1,0,382500.0,0,1,0,4,-16973,-2925,0,14,2,0
1,1,0,1,202500.0,2,3,1,4,-13387,-2467,0,18,3,0
1,1,1,1,189000.0,4,2,1,4,-15287,-2501,0,18,3,0
0,0,1,0,157500.0,1,1,3,4,-20441,365243,0,18,1,0
1,1,1,0,207000.0,1,3,1,4,-24312,365243,0,18,2,0
0,1,1,0,157500.0,4,3,1,4,-16321,-336,0,18,2,0
0,0,1,0,157500.0,4,1,1,4,-17312,-2500,0,14,2,0
0,0,0,1,135000.0,2,1,3,4,-17350,-4842,0,8,2,0
1,0,1,1,202500.0,4,1,1,4,-17223,-1432,0,8,3,0
0,0,0,0,180000.0,1,1,1,4,-22342,365243,0,18,2,0
0,0,1,0,292500.0,0,3,1,4,-18942,-4854,1,14,2,0
1,1,0,1,135000.0,4,1,1,4,-18934,-1915,0,8,3,0
0,1,1,0,175500.0,4,1,1,4,-18053,-3141,0,14,2,0
0,0,1,0,112500.0,1,1,1,4,-20809,365243,0,18,2,0
0,0,0,1,135000.0,0,1,1,4,-12269,-604,0,10,3,0
1,1,1,0,157500.0,4,1,1,4,-10305,-155,0,8,2,0
1,0,1,1,157500.0,2,2,1,4,-8948,-1751,0,3,3,0
0,0,1,0,81000.0,4,1,1,4,-19264,-109,1,14,2,0
0,0,0,0,292500.0,2,1,1,4,-20953,-8684,1,0,2,0
0,1,1,1,450000.0,2,3,1,4,-17726,-708,0,3,3,0
0,0,1,0,180000.0,1,1,1,4,-22381,365243,0,18,2,0
1,0,1,1,135000.0,4,1,2,4,-16728,-880,0,8,2,0
1,1,1,0,157500.0,0,1,0,4,-9941,-1990,0,4,2,0
1,1,1,0,225000.0,0,1,3,4,-8345,-789,0,8,1,0
0,0,1,0,189000.0,0,1,1,4,-20233,-6218,1,18,2,0
0,1,1,0,144000.0,0,1,1,4,-12116,-2714,1,4,2,0
1,1,0,0,360000.0,0,1,2,0,-10276,-556,1,4,1,0
0,0,0,0,202500.0,0,3,4,4,-19932,-6608,1,18,1,0
1,0,1,0,270000.0,4,1,1,4,-12777,-3541,0,8,2,0
0,1,0,1,112500.0,0,1,1,3,-14499,-2860,0,0,3,0
0,0,1,0,193500.0,0,1,1,4,-15447,-1721,0,14,2,0
1,0,0,0,306000.0,4,1,1,4,-18635,-8643,0,10,2,0
0,1,0,0,202500.0,1,1,1,4,-21720,365243,0,18,2,0
0,0,1,0,225000.0,1,1,2,4,-20978,365243,0,18,1,0
0,0,1,0,112500.0,2,1,1,4,-17493,-3694,0,11,2,0
0,0,1,1,265500.0,0,3,1,4,-12022,-4081,0,10,3,0
1,1,1,0,90000.0,4,1,0,4,-12821,-155,0,8,2,0
1,1,1,0,247500.0,4,1,1,4,-21757,-2705,0,4,2,0
0,0,0,0,135000.0,4,1,1,4,-10788,-2927,0,14,2,0
0,1,1,0,360000.0,1,3,1,4,-21269,365243,0,18,2,0
0,0,1,0,157500.0,4,1,2,4,-18540,-1534,0,14,1,0
0,1,0,2,180000.0,4,3,1,4,-12709,-3193,0,10,4,0
1,0,1,0,315000.0,4,3,3,4,-10874,-3084,0,3,1,0
0,0,1,0,180000.0,1,1,1,4,-22381,365243,0,18,2,0
1,1,1,1,270000.0,4,3,1,4,-14573,-5939,1,18,3,0
0,0,1,0,144000.0,1,1,3,4,-21431,365243,0,18,1,0
0,0,1,0,270000.0,0,1,1,4,-22651,-3613,0,18,2,0
0,0,0,0,144000.0,1,1,2,4,-21481,365243,0,18,1,0
