CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
0,0,0,1,99000.0,4,1,0,5,-16243,-3273,0,0,3,0
0,0,1,0,121500.0,1,1,1,4,-22571,365243,0,18,2,0
0,1,1,0,360000.0,4,3,0,4,-11452,-2012,0,18,2,0
0,0,0,0,306000.0,0,3,1,4,-10707,-1354,0,10,2,0
0,0,0,0,202500.0,2,3,1,4,-17140,-4325,0,18,2,0
0,1,0,0,126000.0,4,1,1,4,-19097,-3529,0,8,2,0
0,0,1,2,157500.0,4,1,1,4,-11375,-3793,0,14,4,0
0,0,1,0,315000.0,0,3,2,4,-17752,-2380,1,0,1,0
0,0,0,1,90000.0,4,1,1,0,-10253,-1462,0,8,3,0
0,0,0,0,157500.0,0,3,1,0,-10096,-1374,0,18,2,0
0,0,0,0,157500.0,4,3,3,4,-16789,-738,1,14,1,0
0,1,1,2,121500.0,4,2,1,4,-11327,-101,1,3,4,0
0,0,0,0,103500.0,1,3,3,4,-24543,365243,0,18,1,0
1,1,0,0,306000.0,4,3,1,4,-13053,-2866,1,0,2,0
1,1,1,1,198000.0,0,3,0,4,-16149,-4279,0,10,3,0
0,0,0,2,121500.0,4,3,1,4,-11697,-614,0,5,4,0
0,0,1,0,135000.0,1,1,1,4,-22744,365243,0,18,2,0
1,1,1,1,270000.0,4,1,1,4,-14488,-1630,0,8,3,0
1,1,1,0,135000.0,4,3,1,4,-11746,-401,1,10,2,0
0,1,1,3,90000.0,1,1,3,2,-23664,365243,0,18,4,0
1,1,1,0,270000.0,4,1,1,4,-22234,-1506,0,13,2,0
1,1,0,0,229500.0,4,2,1,2,-18325,-1256,0,8,2,0
1,1,1,0,220500.0,1,1,1,4,-23113,365243,0,18,2,0
0,1,0,2,135000.0,2,3,1,4,-13495,-2357,1,3,4,0
0,0,1,0,121500.0,4,1,1,4,-10122,-231,0,18,2,0
0,0,1,0,112500.0,4,1,1,4,-19304,-1601,0,14,2,0
0,0,1,1,157500.0,2,1,3,4,-12676,-1350,0,17,2,0
0,0,0,1,225000.0,4,1,1,4,-11100,-3118,0,0,3,0
1,1,1,0,202500.0,4,1,3,4,-10002,-447,0,4,1,0
0,0,1,0,225000.0,1,1,1,4,-23533,365243,0,18,2,0
0,1,0,0,135000.0,4,1,1,4,-20493,-7624,1,10,2,0
0,1,0,0,450000.0,1,3,1,4,-19783,-5521,1,10,2,1
1,0,0,0,157500.0,4,1,3,0,-8509,-201,1,4,1,0
1,1,1,0,225000.0,4,1,1,4,-18259,-703,0,4,2,0
1,0,1,1,112500.0,4,1,1,4,-15171,-1508,0,4,3,0
0,0,1,0,297000.0,0,1,3,1,-15519,-3234,0,8,1,0
0,0,1,0,247500.0,1,1,1,4,-21177,365243,0,18,2,0
0,0,1,0,292500.0,1,1,1,4,-20590,365243,0,18,2,0
0,0,0,0,103500.0,1,1,3,4,-23439,365243,0,18,1,0
0,0,1,0,180000.0,1,1,2,5,-21936,365243,0,18,1,0
0,0,1,0,171000.0,4,1,1,4,-19376,-378,0,8,2,0
0,1,1,0,180000.0,2,1,1,4,-20644,-3873,0,11,2,0
0,0,1,1,135000.0,4,1,3,5,-16767,-9270,0,11,2,0
1,1,1,0,202500.0,0,1,1,4,-23510,-1144,0,16,2,0
0,1,1,1,135000.0,4,3,1,4,-9192,-1308,0,6,3,0
0,1,1,0,387000.0,4,3,1,4,-20700,-626,1,10,2,0
0,0,1,0,202500.0,4,1,2,4,-19032,-3776,0,8,1,0
0,0,1,1,112500.0,2,2,0,4,-10926,-3570,0,15,3,0
0,1,1,0,72000.0,4,1,1,0,-12138,-200,0,2,2,0
0,1,1,1,90000.0,4,1,1,4,-14420,-3550,0,10,3,0
0,0,1,0,112500.0,4,1,1,4,-16573,-4574,0,18,2,0
0,0,1,1,112500.0,4,3,1,4,-21271,-14473,0,6,3,0
1,0,1,0,270000.0,4,1,1,4,-12777,-3541,0,8,2,0
0,0,1,0,67500.0,1,1,2,4,-20522,365243,0,18,1,0
1,1,1,1,193500.0,4,1,1,4,-10439,-2250,1,3,3,0
0,0,1,1,157500.0,4,1,1,4,-10473,-1721,0,18,3,0
0,1,0,0,315000.0,4,1,1,4,-19441,-4064,0,10,2,0
1,1,1,1,189000.0,4,2,1,4,-15287,-2501,0,18,3,0
1,1,1,1,90000.0,0,1,1,4,-9792,-365,0,14,3,0
0,1,0,0,135000.0,4,1,1,4,-20493,-7624,1,10,2,0
1,1,0,0,292500.0,4,1,3,4,-13999,-1526,0,4,1,0
1,1,1,0,225000.0,1,3,2,4,-19572,365243,0,18,1,1
0,0,1,0,135000.0,0,1,1,4,-19764,-6944,0,11,2,0
0,0,1,0,171000.0,4,3,3,4,-10224,-2073,0,8,1,0
1,0,0,0,180000.0,4,1,3,0,-12784,-1537,0,4,1,0
0,0,1,0,202500.0,0,3,3,2,-12196,-2218,0,0,1,0
1,1,0,0,225000.0,0,1,1,4,-13188,-227,0,10,2,0
0,0,0,0,135000.0,1,1,4,4,-21100,365243,0,18,1,0
0,0,0,1,135000.0,4,3,3,4,-10714,-189,1,13,2,0
1,1,0,2,270000.0,4,1,1,4,-15207,-3201,0,3,4,0
0,0,1,0,85500.0,1,1,1,4,-21531,365243,0,18,2,0
0,0,1,0,67500.0,4,1,1,4,-14690,-504,0,2,2,1
1,1,1,0,90000.0,1,1,1,4,-22692,365243,0,18,2,0
0,0,1,3,140400.0,4,1,1,4,-12372,-3246,0,3,5,0
0,0,1,0,90000.0,4,1,1,4,-12628,-1861,1,14,2,0
0,1,1,1,157500.0,4,3,1,0,-10845,-521,0,6,3,0
0,0,0,0,121500.0,4,1,2,4,-16471,-2745,0,18,1,0
0,0,1,0,117000.0,4,1,1,4,-17468,-355,1,18,2,0
0,0,0,0,67500.0,1,1,1,4,-22682,365243,0,18,2,0
1,0,1,0,112500.0,4,1,0,4,-17837,-351,0,16,2,0
0,1,1,0,72000.0,4,1,1,4,-20761,-10149,1,0,2,0
0,1,1,1,135000.0,4,1,1,4,-16613,-3235,0,18,3,0
0,0,0,0,144000.0,4,1,1,4,-19984,-4662,0,18,2,0
0,0,1,0,157500.0,1,1,1,4,-22482,365243,0,18,2,0
1,0,0,2,360000.0,4,3,1,1,-15001,-1246,0,3,4,0
0,0,1,1,270000.0,4,3,1,4,-18411,-10094,0,3,3,0
0,0,1,0,103500.0,1,2,1,4,-22254,365243,0,18,2,0
0,1,0,0,95850.0,0,1,1,4,-18931,-6678,1,8,2,0
0,1,0,2,157500.0,0,3,1,4,-13488,-3723,0,18,4,0
1,0,0,1,166500.0,4,1,1,4,-11459,-1046,1,3,3,0
0,1,1,0,189000.0,0,3,1,4,-15415,-4126,0,10,2,0
0,1,1,0,292500.0,0,3,1,4,-18409,-3482,0,14,2,0
0,0,1,0,144000.0,2,1,1,4,-18136,-10110,0,6,2,0
0,1,1,0,270000.0,0,1,2,4,-15027,-2257,0,14,1,0
0,0,1,0,157500.0,4,1,3,4,-14325,-277,0,14,1,0
0,1,0,1,112500.0,4,3,3,4,-10028,-1618,0,3,2,0
0,1,1,0,360000.0,4,1,1,4,-18356,-1820,0,6,2,0
1,1,1,0,180000.0,0,1,1,4,-16244,-8206,0,3,2,0
0,1,1,2,225000.0,4,1,4,4,-10882,-4126,1,10,3,0
0,0,0,0,180000.0,4,1,1,4,-20450,-12995,0,8,2,0
0,0,1,0,112500.0,4,1,1,4,-14762,-2464,0,10,2,0
0,1,1,1,135000.0,4,3,1,4,-11312,-472,0,14,3,0
0,0,1,0,40500.0,4,1,1,4,-12729,-4936,1,1,2,0
1,1,0,2,135000.0,4,3,1,4,-12725,-1631,0,3,4,0
0,1,1,0,85500.0,1,1,1,4,-21110,365243,0,18,2,0
0,1,1,0,157500.0,0,2,1,4,-11337,-1196,0,6,2,0
0,0,0,0,112500.0,4,1,1,1,-11894,-2926,1,18,2,0
1,1,0,0,360000.0,2,3,1,4,-9983,-1923,0,18,2,0
0,0,1,0,135000.0,0,1,3,4,-13384,-381,0,18,1,0
1,1,1,0,180000.0,4,1,1,4,-21684,-2422,0,4,2,0
0,0,0,0,135000.0,4,1,1,4,-16395,-7371,1,10,2,0
1,1,1,0,135000.0,0,1,1,4,-17778,-1194,0,8,2,0
1,0,1,0,270000.0,4,3,1,4,-13554,-3965,0,10,2,0
0,1,0,2,270000.0,2,3,1,4,-13768,-4666,0,15,4,0
0,0,1,1,225000.0,0,1,0,4,-16505,-1862,0,3,3,0
1,0,1,0,180000.0,0,3,2,4,-10282,-108,0,3,1,0
0,0,1,0,112500.0,4,1,2,4,-17974,-4758,0,18,1,0
0,0,0,0,360000.0,4,1,1,4,-15533,-3386,0,18,2,0
0,0,1,0,112500.0,0,1,3,4,-17993,-555,0,16,1,0
1,0,1,0,135000.0,4,3,1,0,-14734,-3172,1,18,2,0
0,0,1,0,103500.0,0,3,0,0,-9088,-2174,0,18,2,0
0,1,1,1,90000.0,4,1,0,4,-17069,-200,1,14,3,0
1,1,1,0,112500.0,1,1,1,4,-23391,365243,0,18,2,0
0,1,1,1,333000.0,0,3,1,4,-11525,-1616,0,10,3,0
1,1,1,0,225000.0,0,1,1,4,-24247,-377,0,16,2,0
1,1,1,0,405000.0,4,1,1,4,-16319,-1086,1,10,2,0
1,0,0,1,180000.0,0,1,1,4,-14401,-979,1,16,3,0
0,0,1,0,76500.0,4,1,1,4,-17782,-3291,1,10,2,0
0,0,1,0,315000.0,4,1,2,4,-15256,-3291,0,8,1,0
0,0,1,0,180000.0,1,1,1,4,-23770,365243,0,18,2,0
1,1,1,2,157500.0,0,3,1,0,-14192,-626,0,4,4,0
0,1,0,2,180000.0,4,3,1,4,-12709,-3193,0,10,4,0
0,0,1,0,180000.0,4,3,1,4,-13714,-3931,1,12,2,0
0,0,1,0,135000.0,4,1,1,4,-11905,-2470,0,2,2,0
0,1,0,0,148500.0,0,3,1,4,-12655,-2043,1,6,2,0
1,1,1,0,135000.0,4,3,0,4,-19322,-663,1,8,2,0
0,0,1,1,162000.0,4,1,1,4,-12673,-1236,0,18,3,0
0,0,0,0,315000.0,4,3,2,4,-13708,-1934,0,12,1,0
0,0,1,2,153000.0,4,3,1,4,-10783,-1011,1,14,4,0
0,0,1,0,135000.0,4,1,1,4,-15836,-3034,0,18,2,0
0,1,1,0,180000.0,0,3,0,4,-14133,-3810,0,14,2,0
0,0,1,0,180000.0,0,1,1,4,-10572,-137,0,18,2,0
0,0,1,0,112500.0,2,1,1,4,-17493,-3694,0,11,2,0
0,0,1,0,585000.0,0,1,1,4,-18858,-2010,0,18,2,0
0,0,0,0,135000.0,4,1,3,1,-13595,-1387,0,8,1,0
0,0,1,1,315000.0,0,3,3,4,-13683,-2193,0,18,2,0
0,0,0,1,135000.0,4,1,0,4,-10151,-1138,0,8,3,0
0,0,1,0,94500.0,1,3,3,4,-22481,365243,0,18,1,0
0,0,0,0,292500.0,2,1,1,4,-14434,-3680,0,15,2,0
0,0,1,0,202500.0,1,1,4,4,-21126,365243,0,18,1,0
0,1,1,0,180000.0,2,1,1,4,-20644,-3873,0,11,2,0
0,0,1,1,135000.0,4,1,1,4,-10112,-3170,1,8,3,0
1,1,1,0,247500.0,4,1,1,4,-21757,-2705,0,4,2,0
0,0,0,0,135000.0,4,1,3,4,-16814,-6614,0,18,1,0
1,0,1,0,180000.0,4,1,1,4,-10049,-1405,0,14,2,0
0,1,1,0,126000.0,4,1,1,4,-14419,-2407,1,18,2,0
1,1,0,2,202500.0,0,3,1,4,-11716,-460,0,10,4,0
0,0,1,3,247500.0,0,2,1,4,-12099,-2207,0,18,5,0
0,0,1,1,135000.0,4,1,1,4,-14493,-1768,0,8,3,0
0,0,1,0,112500.0,1,1,1,4,-23026,365243,0,18,2,0
0,1,0,1,148500.0,4,1,1,4,-11675,-3779,1,14,3,0
0,1,0,0,315000.0,4,3,1,4,-13592,-3504,0,0,2,0
0,0,1,1,405000.0,1,1,1,4,-16920,365243,0,18,3,0
0,0,0,0,157500.0,0,3,2,0,-15737,-432,0,18,1,0
0,0,1,0,121500.0,0,1,1,4,-17835,-3273,0,3,2,0
0,0,1,1,315000.0,4,1,1,4,-16901,-956,0,6,3,0
0,0,0,0,90000.0,4,1,3,4,-12157,-1493,0,3,1,0
1,1,1,0,135000.0,4,3,1,4,-9075,-614,1,14,2,0
0,0,1,0,180000.0,0,2,1,4,-17921,-5008,0,14,2,0
1,1,0,2,90000.0,4,1,1,4,-11740,-1550,1,18,4,0
0,0,1,2,360000.0,4,1,1,4,-15812,-658,0,14,4,0
0,0,1,0,112500.0,4,0,0,5,-12325,-536,0,1,2,0
0,0,1,0,180000.0,4,1,3,4,-14279,-2939,0,14,1,0
0,0,1,0,270000.0,1,3,1,4,-22340,365243,0,18,2,0
1,1,1,0,117000.0,0,1,1,4,-19351,-1023,0,8,2,0
1,1,1,1,171000.0,4,1,1,4,-10027,-946,0,10,3,0
0,1,1,1,315000.0,4,1,1,4,-15506,-6099,0,8,3,0
1,1,1,0,157500.0,4,3,1,0,-11091,-846,0,0,2,0
0,0,0,0,144000.0,4,1,1,4,-19984,-4662,0,18,2,0
1,0,1,0,382500.0,1,1,4,4,-21673,365243,0,18,1,0
1,0,1,0,270000.0,0,1,1,4,-17594,-491,0,4,2,0
1,1,1,1,202500.0,4,1,1,4,-19060,-398,1,8,3,0
0,0,0,0,67500.0,4,1,1,4,-18549,-1160,1,18,2,0
0,1,1,0,144000.0,4,1,1,4,-21871,-5665,1,2,2,0
0,1,1,1,135000.0,0,1,1,4,-11159,-856,0,14,3,0
0,0,1,0,216000.0,1,1,4,4,-20024,365243,0,18,1,1
0,0,1,0,202500.0,1,3,2,4,-22998,365243,0,18,1,0
0,0,1,0,135000.0,4,3,1,0,-14160,-4635,0,14,2,0
0,0,1,1,90000.0,4,1,0,4,-11508,-1170,0,2,3,0
0,0,0,1,67500.0,4,1,1,4,-11256,-362,0,14,3,0
0,0,0,0,135000.0,4,1,3,4,-11512,-4711,0,18,1,0
1,1,0,2,382500.0,0,3,1,4,-11526,-2622,1,10,4,0
1,0,0,1,405000.0,4,1,1,0,-12675,-1328,0,4,3,0
1,1,1,0,225000.0,0,1,1,4,-11963,-3742,0,10,2,0
1,1,1,2,247500.0,0,1,1,4,-12505,-3343,0,8,4,0
1,0,1,1,135000.0,4,1,1,4,-11729,-652,0,8,3,0
0,0,1,0,67500.0,1,1,4,4,-20371,365243,0,18,1,0
0,0,1,1,67500.0,0,3,1,4,-9122,-1567,0,17,3,0
0,0,1,0,270000.0,0,1,3,4,-19984,-3868,0,3,1,0
1,1,1,2,225000.0,4,1,1,4,-13740,-567,0,18,4,0
0,0,0,0,306000.0,2,3,1,4,-12677,-5587,0,11,2,0
0,0,1,0,225000.0,1,1,1,5,-21664,365243,0,18,2,0
0,0,0,0,157500.0,0,1,1,4,-16017,-1398,0,8,2,0
1,1,1,0,85500.0,1,1,1,4,-22121,365243,0,18,2,0
0,1,0,3,135000.0,4,3,1,4,-13525,-4478,1,3,5,0
1,1,1,1,180000.0,0,3,1,4,-15131,-1466,0,18,3,1
0,1,1,2,225000.0,0,3,1,4,-14100,-3623,0,12,4,0
0,1,0,0,112500.0,4,1,1,4,-15244,-2998,0,2,2,0
0,0,1,0,112500.0,1,1,1,4,-22927,365243,0,18,2,0
1,1,1,0,90000.0,1,3,1,4,-20618,365243,0,18,2,0
0,0,1,0,112500.0,1,1,3,4,-20132,365243,0,18,1,0
0,1,1,0,157500.0,0,1,1,4,-12674,-656,0,14,2,0
0,0,1,0,90000.0,0,1,0,4,-9036,-1191,1,8,2,0
1,0,0,0,121500.0,2,2,3,0,-11077,-3246,1,18,1,0
0,0,1,0,67500.0,4,3,1,4,-10728,-1081,1,18,2,0
0,1,1,0,225000.0,4,3,0,4,-11067,-492,0,14,2,0
1,0,1,0,180000.0,0,3,3,4,-9863,-189,0,3,1,0
1,0,1,0,157500.0,4,1,1,4,-12644,-2811,0,8,2,0
0,1,1,3,81000.0,4,1,1,4,-14595,-884,0,3,5,0
0,0,1,0,121500.0,0,1,1,4,-17835,-3273,0,3,2,0
0,0,1,1,225000.0,2,1,3,4,-15899,-3993,0,18,2,0
0,0,1,1,270000.0,2,1,1,4,-14400,-2512,0,11,3,0
1,1,1,0,270000.0,2,1,1,4,-11372,-3897,0,3,2,0
0,1,1,0,76500.0,1,1,1,4,-21124,365243,0,18,2,0
1,1,1,0,180000.0,4,2,1,0,-10722,-93,0,2,2,0
1,1,1,0,180000.0,4,1,1,4,-21684,-2422,0,4,2,0
0,0,1,2,67500.0,4,1,1,4,-12176,-5316,0,6,4,0
0,1,1,0,157500.0,4,3,3,4,-10175,-573,0,3,1,0
1,0,1,2,207000.0,0,1,1,4,-12995,-1509,0,10,4,0
0,0,1,0,382500.0,0,2,1,5,-11579,-1161,0,0,2,0
0,0,1,1,157500.0,4,1,2,5,-13355,-625,0,14,2,0
1,1,1,0,135000.0,0,3,0,4,-13087,-313,0,18,2,0
0,0,0,0,122400.0,4,1,1,4,-20952,-1155,1,11,2,0
1,0,1,0,315000.0,1,1,3,4,-20301,365243,0,18,1,0
0,0,1,0,135000.0,0,1,1,4,-11084,-2697,0,10,2,0
0,1,1,0,180000.0,4,1,4,4,-15494,-4304,0,14,1,0
0,0,0,0,90000.0,4,1,0,4,-17834,-1330,0,11,2,0
0,0,1,1,121500.0,4,3,1,4,-11007,-762,0,18,3,1
0,0,0,2,135000.0,0,1,1,4,-12541,-4549,1,8,4,0
0,0,1,0,292500.0,4,1,1,4,-21016,-14018,0,11,2,0
0,0,0,0,67500.0,0,1,1,0,-15321,-402,0,8,2,0
0,1,1,0,135000.0,4,3,1,4,-15468,-4834,0,18,2,0
0,1,1,0,135000.0,4,1,2,4,-16211,-1406,0,8,1,0
0,1,1,0,157500.0,0,1,1,4,-14330,-1936,0,14,2,0
0,0,1,0,157500.0,1,1,1,4,-23758,365243,0,18,2,0
0,0,1,0,247500.0,0,3,2,1,-17016,-1347,0,3,1,0
0,0,0,0,157500.0,4,1,3,4,-19200,-11951,0,11,1,0
0,0,1,0,166500.0,4,1,3,0,-9640,-612,0,14,1,0
0,1,0,0,90000.0,1,1,1,4,-22223,365243,0,18,2,0
0,1,0,0,112500.0,0,1,1,4,-17162,-212,0,1,2,0
0,0,1,0,297000.0,0,1,3,1,-15519,-3234,0,8,1,0
1,1,1,2,112500.0,4,1,1,4,-12070,-249,1,18,4,0
1,1,1,0,427500.0,2,2,3,1,-11943,-3150,0,6,1,0
0,0,1,3,135000.0,0,1,1,4,-12855,-772,0,14,5,0
0,0,1,0,157500.0,0,3,1,4,-11332,-566,0,14,2,0
0,0,1,2,225000.0,4,3,1,4,-13600,-5711,0,3,4,1
0,1,1,1,126000.0,0,3,1,4,-12566,-132,0,8,3,0
0,0,1,0,103500.0,1,3,1,4,-23409,365243,0,18,2,0
1,0,1,0,135000.0,4,1,3,4,-9530,-430,1,16,1,0
0,0,0,0,76500.0,1,1,1,4,-20592,365243,0,18,2,0
1,1,1,1,225000.0,0,1,1,4,-17317,-285,0,4,3,0
0,0,1,0,112500.0,4,1,2,4,-19682,-2104,1,1,1,0
1,1,1,0,247500.0,4,1,1,2,-11085,-2783,1,14,2,0
1,1,1,0,78750.0,4,1,3,4,-8251,-181,1,14,1,0
1,1,1,2,157500.0,4,1,1,4,-14312,-4480,1,8,4,0
0,0,1,3,37800.0,1,1,1,4,-13014,365243,0,18,5,0
1,1,1,0,225000.0,4,1,3,4,-14295,-2083,1,8,1,0
0,1,0,0,117000.0,1,1,0,4,-21585,365243,0,18,2,0
1,1,0,0,119250.0,4,1,0,4,-17542,-645,0,4,2,0
0,0,1,2,99000.0,4,1,1,4,-12017,-1083,1,14,4,0
0,0,1,0,184500.0,0,1,1,4,-13337,-2593,0,8,2,0
1,0,1,0,292500.0,0,1,3,4,-8133,-212,0,8,1,0
1,1,1,0,180000.0,4,1,1,4,-9145,-1509,0,8,2,0
1,1,0,0,135000.0,1,1,1,4,-14400,365243,0,18,2,0
1,1,1,0,225000.0,2,3,1,4,-11898,-2446,0,18,2,0
0,0,1,1,337500.0,2,3,2,4,-10429,-1695,0,3,2,0
0,1,0,1,135000.0,4,1,1,4,-18043,-3262,1,2,3,0
0,0,0,0,112500.0,0,1,1,4,-20285,-1734,1,6,2,1
0,0,1,0,360000.0,2,1,1,4,-19070,-10490,0,0,2,0
0,0,1,1,135000.0,4,4,0,4,-17489,-7557,0,18,3,0
1,0,1,1,202500.0,4,1,1,4,-13426,-6753,0,8,3,0
1,0,0,2,135000.0,0,1,1,4,-10134,-1619,0,8,4,0
0,1,1,0,144000.0,4,1,1,4,-15394,-2959,0,3,2,0
1,0,1,0,135000.0,4,1,1,4,-19785,-1571,0,8,2,0
0,0,0,0,76500.0,1,1,1,4,-20592,365243,0,18,2,0
1,1,1,2,292500.0,0,3,1,4,-15363,-3327,0,6,4,0
0,0,0,0,414000.0,4,3,2,4,-20786,-1447,0,18,1,0
0,0,1,0,135000.0,1,1,2,4,-21790,365243,0,18,1,1
1,0,1,2,112500.0,4,1,0,4,-14358,-2317,0,18,4,0
0,1,1,0,112500.0,4,1,1,4,-15662,-2694,0,14,2,0
1,0,1,2,450000.0,0,3,1,4,-12238,-2187,1,10,4,0
0,1,0,1,315000.0,0,3,1,4,-14504,-2518,0,0,3,0
1,1,1,0,225000.0,4,1,3,4,-10177,-189,0,10,1,0
1,0,1,0,99000.0,1,1,1,4,-21366,365243,0,18,2,0
0,0,0,0,157500.0,4,3,3,5,-20536,-2440,1,18,1,0
1,0,1,0,450000.0,0,1,1,4,-23674,-2087,0,16,2,0
0,1,1,2,126000.0,4,1,1,4,-14933,-107,0,16,4,0
1,1,1,0,360000.0,4,3,1,4,-22111,-3854,0,10,2,0
0,1,1,0,130500.0,4,1,1,4,-16137,-9391,0,8,2,0
0,0,1,0,193500.0,4,3,3,4,-17081,-4783,0,8,1,0
1,1,1,0,135000.0,4,1,1,4,-19171,-7804,1,8,2,0
0,0,0,0,225000.0,0,2,3,4,-10229,-1209,0,0,1,0
1,0,0,0,270000.0,2,1,3,0,-9649,-1996,0,3,1,0
1,1,1,0,270000.0,0,2,3,4,-9022,-840,0,17,1,0
0,1,1,2,180000.0,4,3,3,5,-10433,-3019,0,8,3,0
0,1,1,2,315000.0,2,1,1,4,-12348,-1220,0,10,4,0
0,0,1,0,180000.0,1,1,1,4,-20258,365243,0,18,2,0
0,0,1,0,112500.0,1,3,3,4,-21775,365243,0,18,1,0
0,0,0,0,103500.0,1,1,3,4,-23439,365243,0,18,1,0
1,0,1,0,202500.0,4,1,0,4,-10886,-742,0,4,2,0
0,0,1,0,167400.0,1,1,1,4,-19028,365243,0,18,2,0
1,1,1,1,324000.0,4,3,1,4,-11296,-3181,1,6,3,0
1,1,0,0,270000.0,4,3,1,4,-10292,-3529,1,8,2,0
1,1,1,0,135000.0,4,1,3,4,-10386,-412,1,18,1,0
0,1,0,1,166500.0,0,1,0,4,-14019,-3902,0,14,3,0
0,1,1,0,126000.0,4,1,3,4,-18458,-2104,0,3,1,0
0,0,1,0,135000.0,1,3,1,4,-21523,365243,0,18,2,0
1,0,0,0,135000.0,4,3,3,0,-11599,-718,0,8,1,0
1,1,1,0,157500.0,0,1,0,4,-9941,-1990,0,4,2,0
0,0,1,0,81000.0,1,1,1,4,-22176,365243,0,18,2,0
0,0,1,0,135000.0,4,1,1,4,-21396,-1013,0,6,2,0
1,1,0,0,247500.0,0,1,1,4,-17455,-1321,0,4,2,0
1,1,0,0,540000.0,0,3,1,4,-17504,-6102,0,10,2,0
0,0,0,1,157500.0,4,1,0,4,-15100,-3500,0,2,3,0
1,1,1,0,292500.0,1,1,0,4,-23362,365243,0,18,2,0
0,0,1,0,112500.0,1,1,1,4,-21665,365243,0,18,2,0
0,1,1,0,90000.0,2,1,1,4,-19284,-2604,1,3,2,0
1,1,1,0,180000.0,1,1,3,4,-22426,365243,0,18,1,0
0,0,0,0,90000.0,4,1,1,4,-19993,-181,0,14,2,0
0,0,1,0,67500.0,2,1,1,4,-19818,-11398,0,18,2,0
0,0,1,1,121500.0,1,1,1,4,-18797,365243,0,18,3,0
0,1,1,0,270000.0,0,3,1,4,-17833,-620,0,0,2,0
1,1,1,0,360000.0,4,3,3,4,-14836,-2072,0,18,1,0
0,0,1,0,90000.0,4,1,1,4,-18975,-751,1,3,2,0
